"","player","num_last_first","player_team_num","position","position_type","game_id","game_date","season","session","team","opponent","is_home","player_num","firstname","lastname"
"1","CARL.GUNNARSSON","36 GUNNARSSON, CARL","TOR36","D","D","2010020101","2010-10-23","20102011","R","TOR","PHI",0,36,"CARL","GUNNARSSON"
"2","CLARKE.MACARTHUR","16 MACARTHUR, CLARKE","TOR16","L","F","2010020101","2010-10-23","20102011","R","TOR","PHI",0,16,"CLARKE","MACARTHUR"
"3","COLBY.ARMSTRONG","9 ARMSTRONG, COLBY","TOR9","R","F","2010020101","2010-10-23","20102011","R","TOR","PHI",0,9,"COLBY","ARMSTRONG"
"4","COLTON.ORR","28 ORR, COLTON","TOR28","R","F","2010020101","2010-10-23","20102011","R","TOR","PHI",0,28,"COLTON","ORR"
"5","DION.PHANEUF","3 PHANEUF, DION","TOR3","D","D","2010020101","2010-10-23","20102011","R","TOR","PHI",0,3,"DION","PHANEUF"
"6","FRANCOIS.BEAUCHEMIN","22 BEAUCHEMIN, FRANCOIS","TOR22","D","D","2010020101","2010-10-23","20102011","R","TOR","PHI",0,22,"FRANCOIS","BEAUCHEMIN"
"7","FREDRIK.SJOSTROM","11 SJOSTROM, FREDRIK","TOR11","L","F","2010020101","2010-10-23","20102011","R","TOR","PHI",0,11,"FREDRIK","SJOSTROM"
"8","JEAN-SEBASTIEN.GIGUERE","35 GIGUERE, JEAN-SEBASTIEN","TOR35","G","G","2010020101","2010-10-23","20102011","R","TOR","PHI",0,35,"JEAN-SEBASTIEN","GIGUERE"
"9","JOHN.MITCHELL","39 MITCHELL, JOHN","TOR39","C","F","2010020101","2010-10-23","20102011","R","TOR","PHI",0,39,"JOHN","MITCHELL"
"10","KRIS.VERSTEEG","32 VERSTEEG, KRIS","TOR32","R","F","2010020101","2010-10-23","20102011","R","TOR","PHI",0,32,"KRIS","VERSTEEG"
"11","LUKE.SCHENN","2 SCHENN, LUKE","TOR2","D","D","2010020101","2010-10-23","20102011","R","TOR","PHI",0,2,"LUKE","SCHENN"
